Unnamed: 0,Bucket Range,Records,Records (%),High Risk Ratio,Low Risk Ratio,WoE,col_name
26,Missing,104,0.0,7.69,92.31,-0.0293186501277218,PARTY_TENURE
Totals, ,"22,202,406",100.0,7.49,92.51, ,PARTY_TENURE
1,"(-inf, 247.00)","5,933,132",26.72,1.89,98.11,1.4346256155254435,PMNT_AMT_M1_avg
2,"[247.00, 279.88)","1,264,494",5.7,1.93,98.07,1.4148028849220733,PMNT_AMT_M1_avg
3,"[279.88, 293.94)","445,222",2.01,1.96,98.04,1.3976625457659972,PMNT_AMT_M1_avg
4,"[293.94, 369.99)","2,832,262",12.76,2.31,97.69,1.2286419025055095,PMNT_AMT_M1_avg
5,"[369.99, 396.99)","875,988",3.95,2.41,97.59,1.188443837219148,PMNT_AMT_M1_avg
6,"[396.99, 433.25)","1,114,464",5.02,2.85,97.15,1.015464781940842,PMNT_AMT_M1_avg
7,"[433.25, 446.79)","337,452",1.52,2.88,97.12,1.0033616396887006,PMNT_AMT_M1_avg
8,"[446.79, 489.96)","848,203",3.82,3.12,96.88,0.9202037649426512,PMNT_AMT_M1_avg
9,"[489.96, 496.89)","128,090",0.58,3.34,96.66,0.8505698229231724,PMNT_AMT_M1_avg
10,"[496.89, 695.91)","2,466,728",11.11,3.84,96.16,0.7071324394946119,PMNT_AMT_M1_avg
11,"[695.91, 699.99)","36,387",0.16,4.23,95.77,0.6049593339461268,PMNT_AMT_M1_avg
12,"[699.99, 793.12)","654,391",2.95,4.29,95.71,0.5903037404710112,PMNT_AMT_M1_avg
13,"[793.12, 896.94)","491,442",2.21,4.56,95.44,0.5265176942235748,PMNT_AMT_M1_avg
14,"[896.94, 993.84)","297,118",1.34,4.85,95.15,0.4632153941736678,PMNT_AMT_M1_avg
15,"[993.84, 1347.98)","589,714",2.66,5.36,94.64,0.3578163113816242,PMNT_AMT_M1_avg
16,"[1347.98, inf)","425,056",1.91,5.88,94.12,0.258715930699783,PMNT_AMT_M1_avg
17,Missing,"3,462,263",15.59,32.94,67.06,-1.803213576040695,PMNT_AMT_M1_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,PMNT_AMT_M1_avg
1,"(-inf, 293.99)","6,256,846",28.18,1.85,98.15,1.45782254091102,PMNT_AMT_M1_sum
2,"[293.99, 389.99)","2,615,367",11.78,1.91,98.09,1.422263664738132,PMNT_AMT_M1_sum
3,"[389.99, 399.99)","339,638",1.53,2.12,97.88,1.3202776772744085,PMNT_AMT_M1_sum
4,"[399.99, 489.92)","1,767,685",7.96,2.29,97.71,1.2372310303111864,PMNT_AMT_M1_sum
5,"[489.92, 496.99)","106,570",0.48,2.56,97.44,1.1265823442853713,PMNT_AMT_M1_sum
6,"[496.99, 695.90)","2,402,647",10.82,2.88,97.12,1.0052007851399862,PMNT_AMT_M1_sum
7,"[695.90, 789.79)","844,541",3.8,3.23,96.77,0.8866026352147225,PMNT_AMT_M1_sum
8,"[789.79, 799.46)","81,808",0.37,3.44,96.56,0.8194361331165934,PMNT_AMT_M1_sum
9,"[799.46, 893.67)","649,002",2.92,3.52,96.48,0.797278935224154,PMNT_AMT_M1_sum
10,"[893.67, 992.91)","534,540",2.41,3.76,96.24,0.7274103260315612,PMNT_AMT_M1_sum
11,"[992.91, 1187.70)","833,361",3.75,4.28,95.72,0.5942995303447831,PMNT_AMT_M1_sum
12,"[1187.70, 1344.11)","476,817",2.15,4.53,95.47,0.5348744396479299,PMNT_AMT_M1_sum
13,"[1344.11, 1484.55)","332,580",1.5,4.83,95.17,0.4657177411157489,PMNT_AMT_M1_sum
14,"[1484.55, 1795.82)","518,344",2.33,5.26,94.74,0.3768533121524564,PMNT_AMT_M1_sum
15,"[1795.82, 1886.53)","107,658",0.48,5.54,94.46,0.32164665121863,PMNT_AMT_M1_sum
16,"[1886.53, 2185.32)","274,474",1.24,5.95,94.05,0.2468093677665361,PMNT_AMT_M1_sum
17,"[2185.32, 2996.24)","356,244",1.6,6.42,93.58,0.1649333589376103,PMNT_AMT_M1_sum
18,"[2996.24, 3445.60)","85,109",0.38,6.97,93.03,0.0776428770370314,PMNT_AMT_M1_sum
19,"[3445.60, inf)","156,912",0.71,7.56,92.44,-0.0112161528862713,PMNT_AMT_M1_sum
20,Missing,"3,462,263",15.59,32.94,67.06,-1.803213576040695,PMNT_AMT_M1_sum
Totals, ,"22,202,406",100.0,7.49,92.51, ,PMNT_AMT_M1_sum
1,"(-inf, 1.50)","17,572,996",79.15,2.73,97.27,1.0580164985068357,PMNT_CHNL_CNT_M1_max
2,"[1.50, inf)","1,167,147",5.26,3.57,96.43,0.7822790537335385,PMNT_CHNL_CNT_M1_max
3,Missing,"3,462,263",15.59,32.94,67.06,-1.803213576040695,PMNT_CHNL_CNT_M1_max
Totals, ,"22,202,406",100.0,7.49,92.51, ,PMNT_CHNL_CNT_M1_max
1,"(-inf, 1.03)","15,577,832",70.16,2.56,97.44,1.125690291169299,PMNT_CNT_M1_avg
2,"[1.03, inf)","3,162,311",14.24,3.9,96.1,0.6903066811687926,PMNT_CNT_M1_avg
3,Missing,"3,462,263",15.59,32.94,67.06,-1.803213576040695,PMNT_CNT_M1_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,PMNT_CNT_M1_avg
1,"(-inf, 1.50)","15,577,801",70.16,2.56,97.44,1.1256882489131077,PMNT_CNT_M1_max
2,"[1.50, inf)","3,162,342",14.24,3.9,96.1,0.6903168818574708,PMNT_CNT_M1_max
3,Missing,"3,462,263",15.59,32.94,67.06,-1.803213576040695,PMNT_CNT_M1_max
Totals, ,"22,202,406",100.0,7.49,92.51, ,PMNT_CNT_M1_max
1,['Unknown' 'BankAdvice' 'Cheque' 'Card' 'Mix'],"17,842,750",80.36,2.64,97.36,1.091623872974118,PMNT_TOP_CHNL_M1_mode
2,['Wallet' 'Cash'],"788,846",3.55,5.08,94.92,0.4129295468133183,PMNT_TOP_CHNL_M1_mode
3,['Loyalty'],"108,547",0.49,9.1,90.9,-0.2127645480091811,PMNT_TOP_CHNL_M1_mode
4,['None'],"3,462,263",15.59,32.94,67.06,-1.803213576040695,PMNT_TOP_CHNL_M1_mode
5,Missing,0,0.0,0.0,0.0,0.0,PMNT_TOP_CHNL_M1_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,PMNT_TOP_CHNL_M1_mode
1,"(-inf, 0.50)","20,282,808",91.35,7.96,92.04,-0.0666722511036694,PORTIN_N_FLG_count
2,"[0.50, inf)","1,919,598",8.65,2.47,97.53,1.1629730947215997,PORTIN_N_FLG_count
3,Missing,0,0.0,0.0,0.0,0.0,PORTIN_N_FLG_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORTIN_N_FLG_count
1,"(-inf, 29.29)","20,390,145",91.84,7.97,92.03,-0.0674477352036442,PORTIN_N_FLG_norm
2,"[29.29, 44.95)","141,518",0.64,7.01,92.99,0.0707568094979178,PORTIN_N_FLG_norm
3,"[44.95, 86.61)","431,797",1.94,5.19,94.81,0.3904107295365677,PORTIN_N_FLG_norm
4,"[86.61, inf)","1,238,946",5.58,0.43,99.57,2.9342823900993977,PORTIN_N_FLG_norm
5,Missing,0,0.0,0.0,0.0,0.0,PORTIN_N_FLG_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORTIN_N_FLG_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,PORTIN_Other_FLG_count
2,Missing,0,0.0,0.0,0.0,0.0,PORTIN_Other_FLG_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORTIN_Other_FLG_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,PORTIN_Other_FLG_norm
2,Missing,0,0.0,0.0,0.0,0.0,PORTIN_Other_FLG_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORTIN_Other_FLG_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,PORTIN_Y_FLG_count
2,Missing,0,0.0,0.0,0.0,0.0,PORTIN_Y_FLG_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORTIN_Y_FLG_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,PORTIN_Y_FLG_norm
2,Missing,0,0.0,0.0,0.0,0.0,PORTIN_Y_FLG_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORTIN_Y_FLG_norm
1,"(-inf, 0.50)","20,234,501",91.14,7.98,92.02,-0.0689664950502941,PORTOUT_N_FLG_count
2,"[0.50, inf)","1,967,905",8.86,2.43,97.57,1.1789485375025843,PORTOUT_N_FLG_count
3,Missing,0,0.0,0.0,0.0,0.0,PORTOUT_N_FLG_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORTOUT_N_FLG_count
1,"(-inf, 30.38)","20,343,185",91.63,7.98,92.02,-0.0697231794992285,PORTOUT_N_FLG_norm
2,"[30.38, 44.95)","142,982",0.64,6.99,93.01,0.0739411112154746,PORTOUT_N_FLG_norm
3,"[44.95, 86.61)","437,976",1.97,5.18,94.82,0.393236241560686,PORTOUT_N_FLG_norm
4,"[86.61, inf)","1,278,263",5.76,0.42,99.58,2.963576991340441,PORTOUT_N_FLG_norm
5,Missing,0,0.0,0.0,0.0,0.0,PORTOUT_N_FLG_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORTOUT_N_FLG_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,PORTOUT_Other_FLG_count
2,Missing,0,0.0,0.0,0.0,0.0,PORTOUT_Other_FLG_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORTOUT_Other_FLG_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,PORTOUT_Other_FLG_norm
2,Missing,0,0.0,0.0,0.0,0.0,PORTOUT_Other_FLG_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORTOUT_Other_FLG_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,PORTOUT_Y_FLG_count
2,Missing,0,0.0,0.0,0.0,0.0,PORTOUT_Y_FLG_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORTOUT_Y_FLG_count
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,PORTOUT_Y_FLG_norm
2,Missing,0,0.0,0.0,0.0,0.0,PORTOUT_Y_FLG_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORTOUT_Y_FLG_norm
1,['Successful' 'None'],"22,202,406",100.0,7.49,92.51,0.0,PORT_STATUS_mode
2,Missing,0,0.0,0.0,0.0,0.0,PORT_STATUS_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,PORT_STATUS_mode
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,Post_pre_MIG_Y_norm
2,Missing,0,0.0,0.0,0.0,0.0,Post_pre_MIG_Y_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,Post_pre_MIG_Y_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,PP_MIG_Y_norm
2,Missing,0,0.0,0.0,0.0,0.0,PP_MIG_Y_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,PP_MIG_Y_norm
1,"(-inf, inf)","22,202,406",100.0,7.49,92.51,0.0,Pre_post_MIG_Y_norm
2,Missing,0,0.0,0.0,0.0,0.0,Pre_post_MIG_Y_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,Pre_post_MIG_Y_norm
1,"(-inf, 0.50)","2,489,440",11.21,48.63,51.37,-2.459326883478861,recon_count
2,"[0.50, inf)","19,712,966",88.79,2.29,97.71,1.2386894438284166,recon_count
3,Missing,0,0.0,0.0,0.0,0.0,recon_count
Totals, ,"22,202,406",100.0,7.49,92.51, ,recon_count
1,"(-inf, 44.95)","2,558,131",11.52,48.77,51.23,-2.4648956981769987,recon_norm
2,"[44.95, 82.84)","1,020,485",4.6,39.19,60.81,-2.07494993531413,recon_norm
3,"[82.84, 97.50)","37,776",0.17,39.07,60.93,-2.069845292773804,recon_norm
4,"[97.50, inf)","18,586,014",83.71,0.0,100.0,14.223694566634656,recon_norm
5,Missing,0,0.0,0.0,0.0,0.0,recon_norm
Totals, ,"22,202,406",100.0,7.49,92.51, ,recon_norm
1,['None' 'Head Office Region'],"2,718,251",12.24,3.08,96.92,0.9351886916462826,REGION_mode
2,['East Coast Region'],"471,906",2.13,5.93,94.07,0.250056595773179,REGION_mode
3,['Ras Al-Khaimah Region'],"517,886",2.33,6.2,93.8,0.2017905181327455,REGION_mode
4,['Abu Dhabi Region'],"4,719,977",21.26,7.0,93.0,0.0726150284500537,REGION_mode
5,['Al-Ain Region'],"535,941",2.41,7.05,92.95,0.0644056933111953,REGION_mode
6,['West Coast Region'],"3,606,509",16.24,8.24,91.76,-0.1038938866294354,REGION_mode
7,['Dubai Region'],"6,777,722",30.53,8.8,91.2,-0.1759634213134644,REGION_mode
8,['Unknown'],"2,854,214",12.86,8.99,91.01,-0.199784749194289,REGION_mode
9,Missing,0,0.0,0.0,0.0,0.0,REGION_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,REGION_mode
1,['UAE IDENTITY CARD'],"22,202,406",100.0,7.49,92.51,0.0,REG_DOC_TYPE_mode
2,Missing,0,0.0,0.0,0.0,0.0,REG_DOC_TYPE_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,REG_DOC_TYPE_mode
1,['None'],"125,025",0.56,0.72,99.28,2.407957514941266,SEG_SOCIO_mode
2,['OTHERS' 'EMIRATI'],"5,089,840",22.92,5.75,94.25,0.2827134789240393,SEG_SOCIO_mode
3,['WHITE COLLAR'],"9,911,188",44.64,6.41,93.59,0.1662440029856182,SEG_SOCIO_mode
4,['PROFESSIONAL SINGLE'],"3,310,496",14.91,7.49,92.51,2.0393028861587222e-05,SEG_SOCIO_mode
5,['YOUTH'],"3,217,232",14.49,11.64,88.36,-0.4868942741363229,SEG_SOCIO_mode
6,['BLUE COLLAR'],"548,625",2.47,20.2,79.8,-1.1405624849965543,SEG_SOCIO_mode
7,Missing,0,0.0,0.0,0.0,0.0,SEG_SOCIO_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,SEG_SOCIO_mode
1,['None'],"2,712,106",12.22,3.07,96.93,0.9368683274592144,STATE_mode
2,['Ras Al-Khaimah'],"648,433",2.92,6.7,93.3,0.1200797975828638,STATE_mode
3,['Fujairah'],"494,476",2.23,6.9,93.1,0.0874819056162516,STATE_mode
4,['Umm Al-Quwain'],"96,406",0.43,7.3,92.7,0.0279799658998078,STATE_mode
5,['Abu Dhabi'],"6,234,176",28.08,7.43,92.57,0.0085294885134805,STATE_mode
6,['Sharjah'],"2,703,361",12.18,8.04,91.96,-0.0776997433076327,STATE_mode
7,['Dubai'],"7,430,150",33.47,8.47,91.53,-0.1342075770558271,STATE_mode
8,['Unknown'],"1,135,955",5.12,9.26,90.74,-0.2315807531199918,STATE_mode
9,['Ajman'],"747,343",3.37,10.6,89.4,-0.3820806385753381,STATE_mode
10,Missing,0,0.0,0.0,0.0,0.0,STATE_mode
Totals, ,"22,202,406",100.0,7.49,92.51, ,STATE_mode
1,"(-inf, 0.94)","512,548",2.31,3.98,96.02,0.6680497373905054,TOP_CHNL_TOT_PMNT_RAT_M1_avg
2,"[0.94, 0.95)","73,064",0.33,3.75,96.25,0.7301718133273214,TOP_CHNL_TOT_PMNT_RAT_M1_avg
3,"[0.95, 0.96)","46,462",0.21,3.54,96.46,0.7893621536980997,TOP_CHNL_TOT_PMNT_RAT_M1_avg
4,"[0.96, 0.98)","108,956",0.49,3.48,96.52,0.8070369093319463,TOP_CHNL_TOT_PMNT_RAT_M1_avg
5,"[0.98, 0.98)","74,639",0.34,3.39,96.61,0.8357342604752378,TOP_CHNL_TOT_PMNT_RAT_M1_avg
6,"[0.98, 1.00)","245,328",1.1,3.25,96.75,0.8781046855639487,TOP_CHNL_TOT_PMNT_RAT_M1_avg
7,"[1.00, 1.03)","17,589,456",79.22,2.73,97.27,1.0579561200867629,TOP_CHNL_TOT_PMNT_RAT_M1_avg
8,"[1.03, 1.53)","50,529",0.23,2.61,97.39,1.1065557735210565,TOP_CHNL_TOT_PMNT_RAT_M1_avg
9,"[1.53, inf)","30,367",0.14,2.23,97.77,1.266668994929808,TOP_CHNL_TOT_PMNT_RAT_M1_avg
10,Missing,"3,471,057",15.63,32.86,67.14,-1.7995220844433046,TOP_CHNL_TOT_PMNT_RAT_M1_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,TOP_CHNL_TOT_PMNT_RAT_M1_avg
1,"(-inf, 1.50)","15,885,238",71.55,6.89,93.11,0.0887180018233109,tot_acc
2,"[1.50, 2.50)","4,002,464",18.03,8.24,91.76,-0.1046503089416508,tot_acc
3,"[2.50, 3.50)","1,297,342",5.84,9.7,90.3,-0.2831417911594696,tot_acc
4,"[3.50, 4.50)","542,640",2.44,10.54,89.46,-0.3760361436388466,tot_acc
5,"[4.50, inf)","474,722",2.14,11.36,88.64,-0.4594806599147643,tot_acc
6,Missing,0,0.0,0.0,0.0,0.0,tot_acc
Totals, ,"22,202,406",100.0,7.49,92.51, ,tot_acc
1,"(-inf, 12.70)","12,286,642",55.34,4.27,95.73,0.594841967644069,USG_TOT_REV_avg
2,"[12.70, 16.50)","868,528",3.91,4.31,95.69,0.5851010357367352,USG_TOT_REV_avg
3,"[16.50, 21.24)","834,938",3.76,4.45,95.55,0.5528228681278078,USG_TOT_REV_avg
4,"[21.24, 24.39)","462,619",2.08,4.62,95.38,0.5142794223995999,USG_TOT_REV_avg
5,"[24.39, 33.25)","1,021,113",4.6,4.7,95.3,0.4945930638383466,USG_TOT_REV_avg
6,"[33.25, 43.99)","900,130",4.05,4.88,95.12,0.4567347197232134,USG_TOT_REV_avg
7,"[43.99, 49.30)","355,123",1.6,5.01,94.99,0.4285638828795641,USG_TOT_REV_avg
8,"[49.30, 73.96)","1,233,337",5.55,5.07,94.93,0.4162845674435691,USG_TOT_REV_avg
9,"[73.96, 90.99)","551,162",2.48,5.23,94.77,0.3819298176100449,USG_TOT_REV_avg
10,"[90.99, 243.84)","1,786,876",8.05,5.57,94.43,0.3168024527762609,USG_TOT_REV_avg
11,"[243.84, 394.05)","361,061",1.63,5.91,94.09,0.2539139516355373,USG_TOT_REV_avg
12,"[394.05, 459.50)","74,695",0.34,6.56,93.44,0.1414468274343998,USG_TOT_REV_avg
13,"[459.50, 1391.65)","205,442",0.93,7.47,92.53,0.0027307840415566,USG_TOT_REV_avg
14,"[1391.65, inf)","22,204",0.1,7.96,92.04,-0.0667762126626225,USG_TOT_REV_avg
15,Missing,"1,238,536",5.58,56.3,43.7,-2.7677562727889917,USG_TOT_REV_avg
Totals, ,"22,202,406",100.0,7.49,92.51, ,USG_TOT_REV_avg
1,"(-inf, 0.50)","30,871",0.14,2.4,97.6,1.1924343349717637,VO_MOB_MOU_FREE_M1
2,"[0.50, 683.50)","12,019,417",54.14,4.27,95.73,0.5956073356637299,VO_MOB_MOU_FREE_M1
3,"[683.50, 781.50)","913,205",4.11,4.29,95.71,0.5919446537824058,VO_MOB_MOU_FREE_M1
4,"[781.50, 1013.50)","1,297,291",5.84,4.36,95.64,0.573928679527703,VO_MOB_MOU_FREE_M1
5,"[1013.50, 1022.50)","34,071",0.15,4.56,95.44,0.5280548122225568,VO_MOB_MOU_FREE_M1
6,"[1022.50, 1214.50)","646,001",2.91,4.66,95.34,0.5053118909727465,VO_MOB_MOU_FREE_M1
7,"[1214.50, 1499.50)","781,209",3.52,4.69,95.31,0.4964092860887303,VO_MOB_MOU_FREE_M1
8,"[1499.50, 1805.50)","627,636",2.83,4.82,95.18,0.4684947226113634,VO_MOB_MOU_FREE_M1
9,"[1805.50, 2153.50)","535,859",2.41,4.99,95.01,0.4331228051132343,VO_MOB_MOU_FREE_M1
10,"[2153.50, 2614.50)","517,531",2.33,5.15,94.85,0.3981987086538749,VO_MOB_MOU_FREE_M1
11,"[2614.50, 2639.50)","23,413",0.11,5.19,94.81,0.3901650611518259,VO_MOB_MOU_FREE_M1
12,"[2639.50, 3000.50)","297,145",1.34,5.32,94.68,0.3650122567462466,VO_MOB_MOU_FREE_M1
13,"[3000.50, 3637.50)","371,250",1.67,5.67,94.33,0.2981846309727034,VO_MOB_MOU_FREE_M1
14,"[3637.50, 3906.50)","116,031",0.52,5.86,94.14,0.2620046093187693,VO_MOB_MOU_FREE_M1
15,"[3906.50, 4224.50)","114,185",0.51,5.94,94.06,0.2488748411266974,VO_MOB_MOU_FREE_M1
16,"[4224.50, 4647.50)","121,402",0.55,6.12,93.88,0.2163450181523201,VO_MOB_MOU_FREE_M1
17,"[4647.50, 5310.50)","140,752",0.63,6.34,93.66,0.1788874514205547,VO_MOB_MOU_FREE_M1
18,"[5310.50, 6319.50)","141,110",0.64,6.6,93.4,0.1355113281183011,VO_MOB_MOU_FREE_M1
19,"[6319.50, 9120.50)","187,389",0.84,6.84,93.16,0.0967534498979505,VO_MOB_MOU_FREE_M1
20,"[9120.50, 13288.50)","101,202",0.46,7.03,92.97,0.0682429728913485,VO_MOB_MOU_FREE_M1
21,"[13288.50, inf)","71,297",0.32,7.28,92.72,0.030939226060501,VO_MOB_MOU_FREE_M1
22,Missing,"3,114,139",14.03,25.63,74.37,-1.4489230217885378,VO_MOB_MOU_FREE_M1
Totals, ,"22,202,406",100.0,7.49,92.51, ,VO_MOB_MOU_FREE_M1
1,"(-inf, 98.50)","9,002,651",40.55,3.98,96.02,0.6683360770263329,VO_MOB_MOU_OFFNT_M1
2,"[98.50, 110.50)","566,091",2.55,4.03,95.97,0.6568420686080638,VO_MOB_MOU_OFFNT_M1
3,"[110.50, 127.50)","724,196",3.26,4.08,95.92,0.6427758410350637,VO_MOB_MOU_OFFNT_M1
4,"[127.50, 163.50)","1,286,716",5.8,4.15,95.85,0.6246054471053561,VO_MOB_MOU_OFFNT_M1
5,"[163.50, 183.50)","600,089",2.7,4.21,95.79,0.6113279893589723,VO_MOB_MOU_OFFNT_M1
6,"[183.50, 195.50)","327,826",1.48,4.27,95.73,0.5966758616635621,VO_MOB_MOU_OFFNT_M1
7,"[195.50, 225.50)","729,594",3.29,4.38,95.62,0.5702611112879188,VO_MOB_MOU_OFFNT_M1
8,"[225.50, 277.50)","1,016,647",4.58,4.52,95.48,0.5354605333564679,VO_MOB_MOU_OFFNT_M1
9,"[277.50, 294.50)","278,828",1.26,4.66,95.34,0.504966540449725,VO_MOB_MOU_OFFNT_M1
10,"[294.50, 334.50)","572,171",2.58,4.74,95.26,0.4854540073228675,VO_MOB_MOU_OFFNT_M1
11,"[334.50, 391.50)","652,325",2.94,4.91,95.09,0.4484107745360144,VO_MOB_MOU_OFFNT_M1
12,"[391.50, 404.50)","126,891",0.57,4.98,95.02,0.433628395745318,VO_MOB_MOU_OFFNT_M1
13,"[404.50, 477.50)","592,023",2.67,5.19,94.81,0.3916367821495017,VO_MOB_MOU_OFFNT_M1
14,"[477.50, 513.50)","232,795",1.05,5.37,94.63,0.3539995996131901,VO_MOB_MOU_OFFNT_M1
15,"[513.50, 544.50)","175,910",0.79,5.5,94.5,0.3302883513151147,VO_MOB_MOU_OFFNT_M1
16,"[544.50, 556.50)","62,681",0.28,5.55,94.45,0.3199851290175575,VO_MOB_MOU_OFFNT_M1
17,"[556.50, 607.50)","237,659",1.07,5.61,94.39,0.3090302543936087,VO_MOB_MOU_OFFNT_M1
18,"[607.50, 685.50)","290,723",1.31,5.78,94.22,0.2761062896135184,VO_MOB_MOU_OFFNT_M1
19,"[685.50, 812.50)","342,748",1.54,6.03,93.97,0.2315762157840559,VO_MOB_MOU_OFFNT_M1
20,"[812.50, 865.50)","109,331",0.49,6.17,93.83,0.2072007624009906,VO_MOB_MOU_OFFNT_M1
21,"[865.50, 1287.50)","497,391",2.24,6.3,93.7,0.1848000029391814,VO_MOB_MOU_OFFNT_M1
22,"[1287.50, 1432.50)","87,159",0.39,6.52,93.48,0.1478512346945564,VO_MOB_MOU_OFFNT_M1
23,"[1432.50, 1592.50)","71,886",0.32,6.67,93.33,0.1235807260951817,VO_MOB_MOU_OFFNT_M1
24,"[1592.50, 3156.50)","228,700",1.03,6.85,93.15,0.0954596445784603,VO_MOB_MOU_OFFNT_M1
25,"[3156.50, inf)","73,801",0.33,7.11,92.89,0.0557399712538382,VO_MOB_MOU_OFFNT_M1
26,Missing,"3,315,574",14.93,24.9,75.1,-1.410224276991983,VO_MOB_MOU_OFFNT_M1
Totals, ,"22,202,406",100.0,7.49,92.51, ,VO_MOB_MOU_OFFNT_M1
1,"(-inf, 663.50)","13,550,855",61.03,4.16,95.84,0.6237647933316892,VO_MOB_MOU_ONNT_M1
2,"[663.50, 746.50)","559,842",2.52,4.24,95.76,0.6036417922030397,VO_MOB_MOU_ONNT_M1
3,"[746.50, 836.50)","510,081",2.3,4.35,95.65,0.5767905091571253,VO_MOB_MOU_ONNT_M1
4,"[836.50, 853.50)","86,884",0.39,4.39,95.61,0.56623149597897,VO_MOB_MOU_ONNT_M1
5,"[853.50, 941.50)","412,275",1.86,4.46,95.54,0.5501404882722056,VO_MOB_MOU_ONNT_M1
6,"[941.50, 1041.50)","403,787",1.82,4.58,95.42,0.5212562815466768,VO_MOB_MOU_ONNT_M1
7,"[1041.50, 1291.50)","793,322",3.57,4.68,95.32,0.5000403824275867,VO_MOB_MOU_ONNT_M1
8,"[1291.50, 1456.50)","404,158",1.82,4.83,95.17,0.4663686372644409,VO_MOB_MOU_ONNT_M1
9,"[1456.50, 1664.50)","413,592",1.86,4.95,95.05,0.4410370928727114,VO_MOB_MOU_ONNT_M1
10,"[1664.50, 1867.50)","325,131",1.46,5.08,94.92,0.4136034268777724,VO_MOB_MOU_ONNT_M1
11,"[1867.50, 2050.50)","242,882",1.09,5.16,94.84,0.3963322428820555,VO_MOB_MOU_ONNT_M1
12,"[2050.50, 2108.50)","68,652",0.31,5.17,94.83,0.3956738754734847,VO_MOB_MOU_ONNT_M1
13,"[2108.50, 2349.50)","248,258",1.12,5.36,94.64,0.3573379983912241,VO_MOB_MOU_ONNT_M1
14,"[2349.50, 2387.50)","34,596",0.16,5.41,94.59,0.347440964588289,VO_MOB_MOU_ONNT_M1
15,"[2387.50, 2622.50)","191,257",0.86,5.45,94.55,0.3389334676737099,VO_MOB_MOU_ONNT_M1
16,"[2622.50, 2734.50)","79,365",0.36,5.69,94.31,0.2945603761112898,VO_MOB_MOU_ONNT_M1
17,"[2734.50, 2918.50)","115,621",0.52,5.76,94.24,0.2811233199126213,VO_MOB_MOU_ONNT_M1
18,"[2918.50, 3085.50)","91,038",0.41,5.76,94.24,0.2798300980273636,VO_MOB_MOU_ONNT_M1
19,"[3085.50, 3581.50)","211,556",0.95,5.9,94.1,0.2557598355307218,VO_MOB_MOU_ONNT_M1
20,"[3581.50, 4005.50)","130,794",0.59,6.2,93.8,0.2024202389769045,VO_MOB_MOU_ONNT_M1
21,"[4005.50, 4818.50)","170,463",0.77,6.29,93.71,0.1876280621405026,VO_MOB_MOU_ONNT_M1
22,"[4818.50, 5186.50)","54,674",0.25,6.55,93.45,0.1434813256262881,VO_MOB_MOU_ONNT_M1
23,"[5186.50, 5621.50)","52,381",0.24,6.74,93.26,0.11294796162682,VO_MOB_MOU_ONNT_M1
24,"[5621.50, 15473.50)","297,587",1.34,6.86,93.14,0.0934069807634139,VO_MOB_MOU_ONNT_M1
25,"[15473.50, inf)","38,226",0.17,7.21,92.79,0.0410727187065385,VO_MOB_MOU_ONNT_M1
26,Missing,"2,715,129",12.23,29.43,70.57,-1.6395452429580883,VO_MOB_MOU_ONNT_M1
Totals, ,"22,202,406",100.0,7.49,92.51, ,VO_MOB_MOU_ONNT_M1
